title,artist,weeks,peak_rank,peak_date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Hot Rod Lincoln,Charlie Ryan and the Timberline Riders,19.0,26.0,1960-05-04,2sZjmnS1BSoc1svOu5P8LM,Hot Rod Lincoln,Lost In The Ozone,49.0,N,1971-11-01,0.696,0.791,-13.056,0.22,0.296,0.0,0.318,0.965,4.0,1.0,130.246,164.933
Hound Dog Man,Fabian,15.0,9.0,1959-11-11,3BmaaYnFoZc9I8zTaYNUCc,Hound Dog Man,Hold That Tiger!,3.0,N,1959-12-03,0.666,0.781,-8.287,0.0659,0.53,0.0,0.324,0.625,2.0,1.0,106.843,131.613
House Of Bamboo,Earl Grant,3.0,88.0,1960-03-23,6JHWHuirGmD0x2PKINh0v8,House Of Bamboo,Singin' & Swingin': The Best Of Earl Grant,19.0,N,1998-01-01,0.684,0.426,-12.88,0.61,0.822,0.0,0.0966,0.906,1.0,1.0,154.228,159.667
How About That,Dee Clark,11.0,33.0,1959-12-02,2kV7S1nOw4Jfo8rapygdmd,How About That,Rain Drops,1.0,N,1993-01-01,0.593,0.252,-15.847,0.0637,0.719,0.0,0.431,0.861,10.0,1.0,149.811,161.231
How Deep Is The Ocean,Miss Toni Fisher,2.0,93.0,1960-04-06,7qdo6JOOaaY9LadOAhfXq7,Let's Get Down,House Of Music,55.0,Y,1996-01-01,0.907,0.645,-4.38,0.0976,0.043,0.0,0.18,0.562,7.0,1.0,103.312,299.507
How High The Moon (Part 1),Ella Fitzgerald,5.0,76.0,1960-08-10,2cvztQuBIxwV38kg1Ydaww,How High The Moon - 1st Take,Lullabies Of Birdland,41.0,N,1954-01-01,0.678,0.467,-5.177,0.0994,0.814,0.0,0.11,0.625,5.0,0.0,112.846,195.427
How Many Tears,Bobby Vee,4.0,63.0,1961-05-24,5gd2WpEBaSaMAcvSPaIgBj,How Many Tears,With Strings And Things,26.0,N,1961-01-01,0.633,0.522,-9.331,0.0268,0.741,0.0,0.142,0.962,9.0,1.0,96.465,126.733
How The Time Flies,Jerry Wallace,16.0,11.0,1958-08-13,4Y00xD9HbXDLtf7Wv9685t,How The Time Flies,Jerry Wallace's Greatest Hits,23.0,N,1990-03-12,0.496,0.273,-13.036,0.0277,0.58,0.00146,0.0736,0.566,9.0,1.0,87.025,148.373
How To Handle A Woman,Johnny Mathis,3.0,64.0,1960-12-21,1ZUnmb11KsOyNHsx0AvZQT,"How to Handle a Woman - From the B'way Musical ""Camelot""",The Singles,3.0,N,2015-09-25,0.237,0.251,-12.941,0.0326,0.896,7.7e-05,0.307,0.296,7.0,0.0,77.095,183.28
Hully Gully Again,Little Caesar and The Romans,3.0,54.0,1961-07-19,2BNMRGzLMWUsx0rLbnSZzz,Hully Gully Again,Those Oldies but Goodies,1.0,N,2023-10-10,0.694,0.487,-8.187,0.0347,0.752,0.0,0.0654,0.88,6.0,1.0,116.553,159.267
Humdinger,Freddy Cannon,4.0,59.0,1960-10-05,33ecRNaSLc7w7TVMRDgrQ3,Humdinger,The Boston Cannon!,0.0,N,2020-11-27,0.717,0.619,-12.33,0.0504,0.438,1.1e-06,0.0738,0.966,0.0,1.0,135.682,182.427
Hurt,Timi Yuro,5.0,12.0,1961-07-19,6mqfq8EdYoV07TXM2rgPgb,Hurt,The Best Of Timi Yuro,37.0,N,1992-01-01,0.493,0.244,-11.487,0.0277,0.707,0.000462,0.121,0.222,5.0,1.0,87.044,148.467
Hurtin' Inside,Brook Benton,4.0,78.0,1959-02-18,7KJ1kgvzjO94u7Y7MPoGjL,Hurtin' Inside,Greatest Hits: The Mercury Years,5.0,N,1989-01-01,0.503,0.629,-11.986,0.0707,0.0872,3.34e-06,0.103,0.662,1.0,1.0,171.363,131.907
Hush-Hush,Jimmy Reed,2.0,75.0,1960-10-05,1Tx2BAn2UEw1O2qn5Bc8l8,"Hush, Hush",The Very Best of Jimmy Reed,15.0,N,2003,0.827,0.362,-10.333,0.038,0.915,0.2,0.112,0.914,11.0,0.0,92.117,149.267
Hushabye,The Mystics,15.0,20.0,1959-05-20,3eBt8USFEAXymBNeOkzhe5,Hushabye,Presenting The Mystics,38.0,N,1959-02-11,0.463,0.487,-7.207,0.0284,0.756,0.0,0.202,0.763,5.0,1.0,144.787,153.24
I Ain't Never,Webb Pierce,14.0,24.0,1959-08-05,57X5xjtkK1Mo9TYAcxgJlx,I Ain't Never - Single Version,20th Century Masters: The Millennium Collection: Best Of Webb Pierce,39.0,N,2001-01-01,0.936,0.665,-6.341,0.0307,0.727,1.71e-05,0.0972,0.965,11.0,1.0,122.579,113.64
I Believe In You,Robert & Johnny,2.0,93.0,1958-01-01,5jFKcm8kfuXDXmGFnK4wIr,I Believe in You,We Belong Together,12.0,N,2012-08-08,0.691,0.369,-11.826,0.0369,0.866,0.000141,0.162,0.627,4.0,1.0,107.721,164.773
I Can't Do It By Myself,Anita Bryant,2.0,87.0,1961-05-10,4xVXe1VS5zlQyECVk6GRrL,Sweet Love,Sweet Love,55.0,N,2022-02-14,0.505,0.669,-7.255,0.0231,0.428,0.0,0.0609,0.689,10.0,0.0,87.541,262.267
I Can't Get You Out Of My Heart,Al Martino,9.0,44.0,1959-05-13,5m6N98LZkgqYuuy8RMILdm,I Can't Get You Out of My Heart,Al Martino and the Tony Russo Orchestra,27.0,N,2019-05-20,0.186,0.374,-12.833,0.0399,0.961,0.0368,0.449,0.284,10.0,1.0,78.675,149.676
I Can't Help It,Adam Wade,7.0,64.0,1960-06-15,4nZksflDC0Ysydxn45yJgO,I Can't Help It (feat. B-Lovee),I Can't Help It,33.0,Y,2022-01-29,0.688,0.773,-5.554,0.328,0.419,0.0,0.107,0.468,8.0,0.0,139.957,134.163
I Can't Say Goodbye,The Fireflies Featuring Ritchie Adams,3.0,90.0,1960-01-20,3g9XQQDRluVCngQU9yYLyC,The Last Kiss,Emily,46.0,N,2023-05-12,0.592,0.45,-8.336,0.0296,0.717,0.905,0.124,0.371,5.0,0.0,140.057,244.875
I Can't Sit Down,Marie & Rex,2.0,94.0,1959-03-04,2wjWLo0R40ppUa1fcdfcbL,I Can't Sit Down,"The Mojo Man Special, Vol. 4 - Voodoo Man",0.0,N,2021-04-16,0.419,0.719,-7.825,0.168,0.373,0.0,0.348,0.89,7.0,1.0,206.526,114.76
I Count The Tears,The Drifters,11.0,17.0,1960-12-14,6E7zHFyqTkh1PM2qN8h2vG,I Count the Tears,Save the Last Dance for Me,34.0,N,1962,0.515,0.546,-8.769,0.0283,0.67,5.23e-05,0.544,0.861,5.0,1.0,138.796,129.173
I Cried,Joe Damiano,3.0,91.0,1959-08-26,7Lzr8bmMFrUFLYsalwDN3v,Mujer Mia (2022 - Remaster),Salsoul,41.0,N,1973,0.605,0.385,-8.715,0.0306,0.718,0.717,0.198,0.621,6.0,0.0,147.038,268.939
I Cried A Tear,LaVern Baker,21.0,6.0,1958-12-03,28dTB69zJBpBIiDH32Jp1M,I Cried a Tear,Blues Ballads,22.0,N,2005-12-20,0.348,0.179,-13.394,0.0315,0.93,0.0016,0.0992,0.547,9.0,1.0,169.232,155.853
I Dig Girls,Bobby Rydell,6.0,46.0,1959-10-07,7LF99Uloz5baOiirOPthcM,I Dig Girls,The Best Of Bobby Rydell,6.0,N,2005-10-18,0.667,0.705,-6.016,0.0312,0.7,0.000149,0.0732,0.92,8.0,1.0,132.136,150.0
I Don't Know,Ruth Brown,6.0,64.0,1959-10-07,047Ip9c6dijAJfuwloV3NF,I Don't Know,The Essentials: Ruth Brown,49.0,N,2003-02-25,0.727,0.296,-7.851,0.0381,0.642,0.00195,0.0815,0.592,8.0,1.0,101.006,173.733
I Don't Know What It Is,The Bluenotes,9.0,61.0,1959-12-09,3NElqDNNnzvWYOwsbxLQKN,If You Don't Know Me by Now (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes (feat. Teddy Pendergrass),59.0,Y,1972-01-01,0.345,0.465,-9.55,0.0355,0.721,0.000371,0.582,0.457,11.0,1.0,94.983,205.907
I Don't Mind,James Brown And The Famous Flames,8.0,47.0,1961-05-10,2ccAMXmyEIP9JUIWSsTZFA,I Don't Mind,The Amazing James Brown,30.0,N,1961-01-01,0.715,0.205,-17.551,0.0281,0.879,0.228,0.138,0.679,0.0,1.0,97.274,163.267
I Don't Need You Anymore,The Teddy Bears,1.0,98.0,1959-02-11,7igkcGqB58Up1t47czb0Ap,I Don't Need You Anymore,Presenting The Teddy Bears,1.0,N,1959-11-26,0.226,0.252,-14.762,0.0304,0.878,0.00584,0.132,0.371,5.0,1.0,178.753,164.28
I Don't Want Nobody (To Have My Love But You),Ella Johnson With Buddy Johnson,3.0,78.0,1960-12-28,6JEpJ4tOBsfgMZbHtzW0Fq,I Don't Want Nobody,"Great Rare Songs, Vol. 2",0.0,N,2014-01-31,0.765,0.54,-10.051,0.0437,0.805,7.09e-06,0.0852,0.832,5.0,1.0,127.8,161.573
I Don't Want To Cry,Chuck Jackson,7.0,36.0,1961-02-15,2UtEeRMlOA0TfJQVgxrkxu,I Don't Want To Cry,28 Big Ones,25.0,N,2016,0.394,0.497,-9.041,0.0355,0.575,0.0,0.109,0.711,0.0,1.0,138.798,136.875
I Don't Want To Take A Chance,Mary Wells,6.0,35.0,1961-07-12,2zsACOescN0P52A1vXI0iK,Bye Bye Baby - Single Version / Mono,Bye Bye Baby I Don't Want to Take a Chance,28.0,N,1961-11-01,0.638,0.735,-7.208,0.0496,0.687,0.161,0.488,0.813,4.0,0.0,122.758,176.56
I Dreamed Of A Hill-Billy Heaven,Tex Ritter,8.0,24.0,1961-06-28,5C285mitLVNBYDMjI50B89,I Dreamed Of A Hill-Billy Heaven,Vintage Collections,20.0,N,2010-01-01,0.524,0.277,-14.596,0.0789,0.878,0.0,0.26,0.432,3.0,1.0,121.865,190.573
I Fall To Pieces,Patsy Cline,14.0,16.0,1961-05-17,6zFsz86nAj5gcvzyVqNL3k,I Fall To Pieces - Single Version,Showcase,61.0,Y,1961-11-27,0.54,0.0568,-20.508,0.0351,0.917,1.01e-06,0.12,0.506,10.0,1.0,111.791,171.333
I Feel So Bad,Elvis Presley,9.0,5.0,1961-05-10,42X4AMue61nbWRF7VGIbSz,I Feel so Bad,"Elvis' Golden Records, Vol. 3",25.0,N,1963-08-11,0.502,0.68,-11.368,0.0406,0.75,0.0483,0.232,0.937,5.0,1.0,91.813,174.16
I Forgot More Than You'll Ever Know,Sonny James,3.0,80.0,1960-01-13,4DZSe9bEXsJhpqlwpzuOqr,I Forgot More Than You'll Ever Know,More Than You'll Ever Know,7.0,N,2023-05-05,0.446,0.212,-16.865,0.0381,0.716,7.69e-05,0.252,0.439,8.0,1.0,124.503,188.0
I Go Ape,Neil Sedaka,8.0,42.0,1959-03-04,0NNpyBTU0Ks2eHanv6xKDb,I Go Ape,Rock with Sedaka (Expanded Edition),25.0,N,1959-06-12,0.647,0.935,-4.477,0.0409,0.52,0.0,0.0956,0.961,0.0,1.0,80.239,154.04
I Got A Feeling,Ricky Nelson,17.0,10.0,1958-10-08,1asCFshazteZOYJ6gqv0Fj,I Got A Feeling - Remastered,Ricky Sings Again (Expanded Edition / Remastered),25.0,N,1959-01-01,0.696,0.629,-10.914,0.0342,0.647,2.01e-06,0.0571,0.965,9.0,1.0,86.336,125.067
I Got A Wife,The Mark IV,12.0,24.0,1959-01-21,5fxfwjQ1OmbnkOlg39HsSO,I Got A Girl,I Am An Elastic Firecracker,46.0,N,1995-01-01,0.617,0.838,-8.577,0.0498,0.00968,0.0,0.105,0.686,7.0,1.0,134.639,245.707
I Got Stripes,Johnny Cash,11.0,43.0,1959-07-29,16Ks4wN2wG2wGlDMm5Tphe,I Got Stripes,The Legend,43.0,N,2005,0.727,0.542,-10.067,0.034,0.697,0.0,0.116,0.971,8.0,1.0,103.615,123.573
I Got Stung,Elvis Presley,16.0,8.0,1958-10-29,0IDFXLMABcj61OKI3L05A0,I Got Stung,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",34.0,N,1959-11-13,0.731,0.832,-10.336,0.054,0.901,0.53,0.219,0.974,10.0,0.0,96.557,109.413
I Gotta Know,Elvis Presley With The Jordanaires,11.0,20.0,1960-11-09,3tI7ZEVL6y7n9JW8v2vy0J,I Gotta Know,"Elvis' Golden Records, Vol. 3",36.0,N,1963-08-11,0.716,0.555,-11.181,0.0303,0.868,0.0253,0.0951,0.958,7.0,1.0,132.118,135.573
I Idolize You,Ike & Tina Turner,4.0,82.0,1960-12-07,7DLwLYJH0AJte6XK9ZTmOc,I Idolize You,The Soul Of Ike & Tina Turner,20.0,N,1960-01-01,0.743,0.398,-8.328,0.048,0.808,0.0,0.106,0.833,2.0,0.0,118.568,170.827
I Just Don't Understand,Ann-Margret,5.0,37.0,1961-07-19,2WDn3iq8xYWVEp8eCihT44,I Just Don't Understand,On the Way Up,19.0,N,1962-12-31,0.318,0.383,-11.943,0.0337,0.738,0.0013,0.176,0.632,9.0,0.0,127.699,160.813
I Just Thought You'd Like To Know,Johnny Cash And The Tennessee Two,1.0,85.0,1958-12-10,6840xUT5zhXFh4Qyy4s3kX,I Just Thought You'd Like to Know,Greatest,24.0,Y,1958-01-01,0.645,0.592,-9.067,0.0301,0.851,0.000168,0.321,0.864,3.0,1.0,137.682,141.541
I Kneel At Your Throne,Joe Medlin,4.0,85.0,1959-03-04,6UMtVYclu7bfEmGUJNQoqi,Royal Blood,RICHLIN,40.0,N,2020-10-23,0.427,0.625,-7.122,0.0669,0.0144,0.0,0.152,0.391,11.0,0.0,116.886,220.013
I Know,Perry Como,9.0,47.0,1959-06-03,6R4EOMElcPO9AljQQG53QW,To Know You (Is To Love You),Perry Como with the Fontane Sisters (with The Fontane Sisters),12.0,N,2001-08-06,0.539,0.222,-11.877,0.0984,0.876,0.0,0.0593,0.629,0.0,1.0,168.715,159.387
I Know One,Jim Reeves,2.0,82.0,1960-07-20,5YfbxqUoLKpIxQlxaOGXnq,I Know One,The Essential Jim Reeves,19.0,N,1997-02-14,0.472,0.294,-14.201,0.0306,0.783,1.03e-05,0.105,0.683,0.0,1.0,114.741,121.267
I Know What God Is,Perry Como,2.0,81.0,1960-02-03,5HVBoRtqnH8ucSm5KFdGYG,I Know What God Is,A Perry Como Christmas,5.0,N,2001-05-21,0.283,0.185,-12.043,0.0345,0.936,0.00296,0.123,0.122,0.0,1.0,111.136,184.707
I Lied To My Heart,The Enchanters,2.0,96.0,1961-03-01,4TbMBJgbFWa0zAvrgLhUwy,I Lied To My Heart,"Early 60s US Hits, Vol. 2",1.0,N,2014-07-10,0.526,0.385,-5.129,0.0261,0.835,1.04e-06,0.111,0.472,5.0,1.0,69.126,157.133
"I Like It Like That, Part 1",Chris Kenner,13.0,5.0,1961-05-24,6hsspNfZrkcQC8UjMjqHAC,I Like It Like That - Part 1,I Like It Like That,0.0,N,2006-04-14,0.577,0.338,-18.545,0.194,0.816,0.0,0.327,0.593,10.0,1.0,143.008,134.049
I Looked At Heaven,Tommy Edwards,1.0,100.0,1959-08-19,6VbkYvG6EgXOvqS9tylvK1,I Looked At Heaven,For Young Lovers,28.0,N,1959-01-06,0.574,0.337,-11.04,0.0385,0.851,0.0189,0.108,0.437,2.0,1.0,61.877,144.707
I Love An Angel,Little Bill and The Bluenotes,6.0,66.0,1959-06-17,71keN33KR0rS5jwKi4JNLE,Angel Baby,The Unavailable 16 & The Original Nitty Gritty,54.0,N,1993-01-01,0.347,0.177,-15.365,0.0326,0.849,0.00231,0.113,0.444,0.0,1.0,196.501,227.624
I Love The Way You Love,Marv Johnson,13.0,9.0,1960-03-02,5fKtOWJBrfgp0XNxbGs2rt,I Love The Way You Love,More Marvelous Marv Johnson,20.0,N,1960-10-01,0.716,0.83,-6.26,0.0893,0.389,0.0,0.205,0.882,9.0,1.0,134.718,159.893
I Love You In The Same Old Way,Paul Anka,11.0,40.0,1960-07-27,5dOC0aI0j54SJKLZJTQsvH,I Love You In The Same Old Way,Put Your Head On My Shoulder: The Very Best Of Paul Anka,19.0,N,2000-10-03,0.535,0.47,-8.687,0.0391,0.469,0.0,0.532,0.772,7.0,1.0,131.227,146.0
"I Loves You, Porgy",Nina Simone,15.0,18.0,1959-07-29,7lUJd9FTYbZgo4jU7qpAel,I Loves You Porgy,My Way,46.0,N,2007-07-23,0.459,0.0514,-23.267,0.0604,0.971,0.000539,0.11,0.178,4.0,1.0,57.524,251.573
I Miss You So,Paul Anka,9.0,33.0,1959-03-25,5kdSFcCmBMa7q0WvO47c5x,I Miss You So - Remastered,Paul Anka Sings His Big 15 (Remastered),23.0,N,1959-01-02,0.371,0.403,-9.846,0.0321,0.73,0.0,0.292,0.52,0.0,1.0,116.561,143.267
I Missed Me,Jim Reeves,6.0,44.0,1960-11-09,3PQI2l6gvk9tLmBMTp6BGH,I Missed Me,Distant Drums,12.0,N,1966,0.502,0.175,-17.916,0.028,0.803,0.00184,0.117,0.377,7.0,1.0,85.547,152.88
I Must Be Dreaming,Nat King Cole,4.0,69.0,1959-05-20,628s8U1MWzAvh3UmqGI7fO,I Must Be Dreaming,Looking Back,6.0,N,1965-08-01,0.388,0.411,-13.138,0.0371,0.589,0.0,0.133,0.505,8.0,1.0,115.598,108.427
I Need You Now,100 Strings and Jono (Choir of 40 Voices),1.0,98.0,1960-03-23,44q2DhInsQYJ8X1q2H1RNj,I Need You Now,I Need You Now,51.0,N,2002-01-01,0.339,0.273,-9.945,0.0309,0.729,0.0,0.152,0.304,5.0,0.0,96.804,251.467
I Need Your Love Tonight,Elvis Presley With The Jordanaires,13.0,4.0,1959-03-25,1SoFz4D2PWB98avdJnt0XD,I Need Your Love Tonight - Live,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",30.0,N,1959-11-13,0.509,0.8,-8.695,0.0462,0.863,0.000166,0.475,0.966,7.0,1.0,180.595,124.627
I Need Your Lovin',Roy Hamilton,5.0,62.0,1959-04-15,2wrbbG085HPCEarOEzsoOR,I Need Your Lovin',You Can Have Her,6.0,N,1960-04-01,0.764,0.461,-14.966,0.0488,0.718,0.0,0.326,0.971,8.0,1.0,128.114,142.667
I Never Felt Like This,Jack Scott,4.0,78.0,1959-04-01,6GhfpKik0d8FaoFgonBQqO,I Never Felt Like This,Presenting Jack Scott,1.0,N,1958-12-17,0.491,0.472,-10.481,0.061,0.635,0.0,0.282,0.849,4.0,1.0,154.216,112.08
I Never Knew,Clyde McPhatter,5.0,62.0,1961-07-19,2EA4FAs7NDXbADRlPQWP2y,I Never Knew,Lover Please/The Complete MGM & Mercury Singles,1.0,N,2010-01-01,0.62,0.525,-8.002,0.0417,0.727,8.82e-06,0.504,0.796,2.0,0.0,130.37,140.747
I Only Have Eyes For You,The Flamingos,13.0,11.0,1959-05-27,3YdKJzcoMZMacISlpY4QoP,I Only Have Eyes for You,Flamingo Serenade,67.0,N,1959-08-11,0.552,0.313,-12.41,0.0296,0.916,0.0017,0.12,0.303,5.0,1.0,88.554,202.773
I Pity The Fool,Bobby Bland,7.0,46.0,1961-02-15,4Nxid85fmQidPAY1ZD8Bo1,I'll Take Care Of You,"I Pity The Fool: The Duke Recordings, Vol. One",43.0,N,1992-12-22,0.554,0.193,-16.14,0.0469,0.695,0.0,0.103,0.366,5.0,0.0,92.993,136.867
I Really Don't Want To Know,Tommy Edwards,13.0,18.0,1960-05-18,2IIWeMJGIrS0ld8tICXPWf,I Really Don't Want To Know,It’s All In The Game: The Best Of Tommy Edwards,23.0,N,1994-01-01,0.251,0.328,-11.197,0.0328,0.761,2.79e-06,0.359,0.365,10.0,1.0,99.104,138.933
I Remember,Maurice Williams & The Zodiacs,3.0,86.0,1961-01-11,5wHxSi0qqm84StmOZuSQ5J,I Remember,The Best of Maurice Williams and the Zodiacs,2.0,Y,1993,0.534,0.605,-9.899,0.0389,0.842,0.000667,0.25,0.663,8.0,1.0,114.072,127.467
I Shot Mr. Lee,The Bobbettes,8.0,52.0,1960-06-29,253qAom54xbJSNlq9pGzAC,I Shot Mr. Lee,Mr. Lee: The Best of the Bobbettes,5.0,N,2020-10-02,0.615,0.78,-8.141,0.0912,0.78,0.0,0.765,0.961,6.0,1.0,97.924,154.773
I Still Get A Thrill (Thinking Of You),Joni James,7.0,51.0,1959-04-08,6UkMcAA19lTdjs22jtB7o2,Big Yellow Taxi,Ladies of the Canyon,63.0,N,1970-03-01,0.611,0.47,-9.135,0.0356,0.585,0.0,0.58,0.97,4.0,1.0,85.527,134.8
I Still Get Jealous,Joni James,6.0,63.0,1959-07-08,5LAURvRCMyuUHeaRgLoTRc,I Still Get Jealous,Presenting Joni James,4.0,N,1953-12-17,0.528,0.49,-11.868,0.0546,0.84,1.67e-05,0.392,0.661,7.0,1.0,111.588,149.653
I Talk To The Trees,Edmundo Ros and His Orchestra,4.0,77.0,1958-12-31,3ih5sVZXb3JKyMDugkoMQf,I Talk To The Trees,The World Of Edmundo Ros,2.0,N,2009-01-01,0.802,0.62,-9.484,0.043,0.624,0.838,0.185,0.969,10.0,1.0,118.566,148.08
I Think I'm Gonna Kill Myself,Buddy Knox,6.0,55.0,1959-04-08,6gU8UvddG6pxssvZPwGdX4,I Think I'm Gonna Kill Myself,The Best Of Buddy Knox,24.0,N,2005-05-17,0.643,0.652,-9.453,0.0544,0.642,5.61e-06,0.082,0.895,9.0,1.0,151.658,125.333
I Told Myself A Lie,Clyde McPhatter,5.0,70.0,1959-04-15,6nLTEE7AW97ECxq5WQxyXW,I Told Myself A Lie,Lover Please/The Complete MGM & Mercury Singles,29.0,N,2010-01-01,0.559,0.268,-10.607,0.0331,0.899,0.00337,0.443,0.665,3.0,1.0,108.143,126.76
I Told You So,Jimmy Jones,3.0,85.0,1961-03-22,6z2j5dyaJ6Lo27irKh14CU,I Told you So,That's When I Cried,1.0,N,2020-09-04,0.619,0.603,-8.091,0.0273,0.294,1.74e-06,0.325,0.725,4.0,1.0,117.81,148.467
I Waited Too Long,LaVern Baker,11.0,33.0,1959-04-15,5wCafJ848fEfg1l2iRp0I9,I Waited Too Long,Blues Ballads,10.0,N,2005-12-20,0.415,0.325,-9.618,0.0426,0.767,0.0,0.299,0.495,2.0,1.0,175.334,152.653
I Wake Up Crying,Chuck Jackson,1.0,95.0,1961-07-19,140NWApB3xQDghc8OwFGFN,I Wake Up Crying,Super Hits,7.0,N,2019-08-14,0.497,0.364,-8.837,0.0273,0.668,0.0,0.109,0.48,0.0,1.0,75.215,137.92
I Walk The Line,Jaye P. Morgan,6.0,66.0,1960-08-24,7hxZF4jETnE5Q75rKQnMjE,I Walk the Line,I Walk the Line (Original Soundtrack Recording),65.0,N,1970-11-11,0.713,0.258,-14.59,0.0384,0.877,0.00606,0.0967,0.56,9.0,1.0,98.805,176.533
I Wanna Be Loved,Ricky Nelson,11.0,20.0,1959-11-25,35y4IWgzM8eAwRf2odUhBH,I Wanna Be Loved - Remastered 2005,Greatest Hits,11.0,N,2005-12-27,0.653,0.301,-11.743,0.0423,0.551,0.0,0.0783,0.567,11.0,0.0,111.608,165.827
I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,7.0,48.0,1958-11-26,4VCyTdIsmqFg67MfegAavM,I Want to Be Happy Cha Cha,"Rock and Pop Oldies Mix, Vol. 1",0.0,N,2015-12-17,0.572,0.62,-14.875,0.0492,0.744,7.24e-06,0.0484,0.696,6.0,0.0,131.716,137.347
I Want To Be Wanted,Brenda Lee,15.0,1.0,1960-09-07,03cB3gd91JsP3bCERC6Lmf,I Want To Be Wanted (Per Tutta La Vita),This Is...Brenda,34.0,N,1960-10-10,0.515,0.412,-6.322,0.0277,0.593,0.0,0.218,0.392,8.0,1.0,107.61,185.96
I Want To Walk You Home,Fats Domino,13.0,8.0,1959-08-05,3ihBFPs9ZpIBl1a47dOtqF,I Want To Walk You Home,My Blue Heaven,36.0,N,1990-01-01,0.792,0.329,-14.964,0.0481,0.237,0.0,0.126,0.746,1.0,1.0,89.961,140.533
I Was Such A Fool (To Fall In Love With You),The Flamingos,5.0,71.0,1960-01-20,6PgWAPileQr2WDJp3SRLfz,I Was Such a Fool (To Fall in Love with You),Requestfully Yours,12.0,N,1960-11-15,0.36,0.391,-12.613,0.0313,0.835,0.0,0.0847,0.224,10.0,1.0,99.076,170.267
I Wish,The Platters,10.0,42.0,1958-09-10,74ZHF7tNTd2MN2pyJCyi35,I Wish,The Magic Touch: An Anthology,24.0,N,1991-01-01,0.553,0.205,-12.598,0.0378,0.874,0.0,0.109,0.616,5.0,0.0,77.662,162.933
I Wish I'd Never Been Born,Patti Page,7.0,52.0,1960-09-28,0r5aPIQ3H9knqQT6qyW4Zy,Workin' On A Groovy Thing,Workin' On A Groovy Thing....The Best Of,42.0,N,2007-01-01,0.363,0.582,-6.698,0.0286,0.486,4.3e-06,0.457,0.894,7.0,1.0,101.681,191.773
I Wonder Why,Dion & The Belmonts,2.0,47.0,1958-01-01,7vAw4LLIms6X8ZHcbtoazz,I Wonder Why,Presenting Dion And The Belmonts,57.0,N,1959-01-01,0.506,0.699,-3.834,0.0348,0.569,0.0,0.158,0.901,10.0,1.0,103.463,141.387
I'll Be Satisfied,Jackie Wilson,12.0,20.0,1959-06-17,79kk3BS5nhll19cRYGxUrV,I'll Be Satisfied,So Much,27.0,N,1959,0.531,0.783,-6.449,0.043,0.586,0.0,0.311,0.935,0.0,1.0,132.103,130.4
I'll Be Seeing You,Tommy Sands,6.0,51.0,1960-05-04,20yb9V6KxeRyc1vVxoIton,I'll Be Seeing You,Capitol Collector's Series,1.0,N,2011-01-01,0.172,0.309,-10.887,0.0298,0.845,0.000798,0.499,0.121,2.0,1.0,92.498,190.667
I'll Be There,Bobby Darin,8.0,18.0,1961-06-28,16AaO3x5uTWBvrb3bqgQdZ,I'll Be There,Things & Other Things,21.0,N,1962,0.436,0.248,-17.738,0.035,0.863,0.0163,0.358,0.555,5.0,1.0,123.762,130.893
I'll Get By (As Long As I Have You),Billy Williams,1.0,99.0,1958-01-01,5f1dWtvWmx1RMP6ynU5PIH,As Long As I've Got You,Stax-Volt: The Complete Singles 1959-1968,43.0,N,1991,0.574,0.304,-14.858,0.0284,0.667,0.00898,0.232,0.545,6.0,1.0,85.731,157.613
I'll Just Have A Cup Of Coffee (Then I'll Go),Claude Gray,2.0,84.0,1961-04-05,2e5bGcdImJLfPu0TXxXAp9,I'll Just Have A Cup Of Coffee (Then I'll Go),Best Of The Best,23.0,N,2005,0.692,0.366,-16.514,0.0343,0.759,0.0925,0.364,0.699,10.0,1.0,112.996,131.987
I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano,1.0,85.0,1958-09-03,0cbFre6QguzhyLoBqhxr1z,Whole Lotta Shakin' Going On - Remastered 2022,The Killer Keys Of Jerry Lee Lewis (Sun Records 70th / Remastered 2022),55.0,N,2022-09-23,0.353,0.77,-3.467,0.0324,0.757,0.000101,0.15,0.498,0.0,1.0,161.308,173.453
I'll Never Be Free,Kay Starr,3.0,94.0,1961-06-14,0KnD456yC5JuweN932Ems3,I'll Never Be Free,Vintage Collections,14.0,Y,1997-01-01,0.697,0.182,-12.586,0.0357,0.78,0.0,0.126,0.474,7.0,1.0,82.184,158.0
I'll Never Fall In Love Again,Johnnie Ray,6.0,75.0,1959-09-09,5hT1JA9udPZ3RlaR3ZUhuo,I'll Never Fall in Love Again,Yes Tonight,28.0,N,1957-05-26,0.467,0.676,-9.468,0.04,0.751,0.307,0.146,0.755,2.0,1.0,101.252,163.724
I'll Never Smile Again,The Platters,4.0,34.0,1961-07-19,3q5sp47cS6OAebFsystUB7,I'll Never Smile Again,Remember When?,42.0,N,1959-01-01,0.184,0.176,-13.69,0.0338,0.972,0.022,0.366,0.201,5.0,1.0,70.27,174.893
